Date,Cumulative
2021-12-14,1.143061
2021-12-15,1.131992
2021-12-17,1.122424
2021-12-22,1.122268
2021-12-24,1.123695
2022-01-04,1.128615
2022-01-12,1.126359
2022-01-18,1.131882
2022-01-19,1.141828
2022-01-21,1.142666
2022-01-24,1.136241
2022-01-25,1.140360
2022-01-28,1.142996
2022-02-07,1.152038
2022-02-10,1.153475
2022-02-16,1.162557
2022-02-21,1.162415
2022-02-28,1.158188
2022-03-01,1.159658
2022-03-03,1.155791
2022-03-07,1.165345
2022-03-08,1.182768
2022-03-09,1.183474
2022-03-16,1.185742
2022-03-17,1.179168
2022-03-24,1.176390
2022-03-28,1.174798
2022-03-30,1.170353
2022-03-31,1.165217
2022-04-01,1.165278
2022-04-04,1.158482
2022-04-05,1.162959
2022-04-07,1.171952
2022-04-08,1.176868
2022-04-11,1.176251
2022-04-21,1.175888
2022-04-22,1.182732
2022-04-25,1.187698
2022-04-27,1.186300
2022-05-10,1.193633
2022-05-11,1.187080
2022-05-12,1.189856
2022-05-18,1.192994
2022-05-24,1.194059
2022-05-26,1.200908
2022-06-01,1.196280
2022-06-06,1.202649
2022-06-08,1.208168
2022-06-09,1.213406
2022-06-13,1.217841
2022-06-15,1.215826
2022-06-16,1.220392
2022-06-28,1.212316
2022-06-29,1.204175
2022-06-30,1.198762
2022-07-11,1.189340
2022-07-14,1.202130
2022-07-15,1.190366
2022-07-20,1.188723
2022-07-21,1.189740
2022-07-22,1.193089
2022-07-27,1.196809
2022-07-29,1.193213
2022-08-02,1.189357
2022-08-09,1.190683
2022-08-10,1.189083
2022-08-12,1.192679
2022-08-15,1.188051
2022-08-19,1.193277
2022-08-22,1.193830
2022-08-24,1.189396
2022-08-25,1.192331
2022-08-26,1.190097
2022-08-29,1.190684
2022-08-30,1.189660
2022-08-31,1.189988
2022-09-02,1.191621
2022-09-06,1.192280
2022-09-07,1.188681
2022-09-08,1.187329
2022-09-12,1.179259
2022-09-13,1.177319
2022-09-14,1.173357
2022-09-15,1.175447
2022-09-20,1.176073
2022-09-29,1.167613
2022-09-30,1.166451
2022-10-03,1.187157
2022-10-04,1.187687
2022-10-06,1.195441
2022-10-17,1.197535
2022-10-19,1.198922
2022-10-20,1.201739
2022-10-25,1.199723
2022-10-26,1.208499
2022-11-01,1.200062
2022-11-10,1.199274
2022-11-11,1.184260
2022-11-16,1.185504
2022-11-17,1.188485
2022-11-18,1.196703
2022-11-21,1.196076
2022-11-22,1.197512
2022-11-24,1.196662
2022-11-25,1.193235
2022-11-28,1.201983
2022-11-29,1.197191
2022-11-30,1.196624
2022-12-02,1.204273
2022-12-05,1.207373
2022-12-06,1.208231
2022-12-07,1.209160
2022-12-08,1.214788
2022-12-09,1.215472
2022-12-12,1.217734
2022-12-14,1.217918
2022-12-16,1.216689
2022-12-21,1.224726
2022-12-26,1.215553
2022-12-30,1.223025
2023-01-05,1.219196
2023-01-17,1.215274
2023-01-18,1.216202
2023-01-19,1.219025
2023-01-25,1.220654
2023-01-26,1.221505
2023-01-31,1.229513
2023-02-01,1.226405
2023-02-03,1.223523
2023-02-08,1.228411
2023-02-13,1.225158
2023-02-14,1.227908
2023-02-15,1.226129
2023-02-17,1.225116
2023-02-21,1.219108
2023-02-22,1.221340
2023-03-06,1.222211
2023-03-08,1.230369
2023-03-09,1.235341
2023-03-10,1.246010
2023-03-13,1.247146
2023-03-14,1.264068
2023-03-15,1.262244
2023-03-16,1.263040
2023-03-17,1.268959
2023-03-20,1.268386
2023-03-22,1.259793
2023-03-24,1.256397
2023-03-27,1.264490
2023-03-28,1.262628
2023-04-03,1.257174
2023-04-06,1.269540
2023-04-07,1.261829
2023-04-10,1.264838
2023-04-11,1.258953
2023-04-17,1.257681
2023-04-21,1.270274
2023-04-24,1.276730
2023-04-25,1.279868
2023-04-27,1.275320
2023-05-08,1.269426
2023-05-12,1.280982
2023-05-15,1.281604
2023-05-18,1.269491
